fname,row_id,col_id
S0022309309002701__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008225__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008225__1,"[0, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2]","[(19, 4), (24, 4), (23, 3), (27, 2), (29, 4), (34, 4), (32, 2), (7, 2), (31, 1), (12, 2), (33, 3), (22, 2), (13, 3), (21, 1), (17, 2), (11, 1), (28, 3), (8, 3), (18, 3), (26, 1), (6, 1), (16, 1)]"
S0022309301008225__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008225__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305008069__0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0]","[(105, 0), (129, 3), (126, 0), (72, 2), (49, 0), (73, 3), (122, 3), (149, 2), (70, 0), (15, 1), (93, 2), (115, 3), (14, 0), (147, 0), (37, 2), (135, 2), (108, 3), (91, 0), (64, 1), (79, 2), (35, 0), (113, 1), (23, 2), (58, 2), (112, 0), (57, 1), (133, 0), (106, 1), (100, 2), (56, 0), (50, 1), (101, 3), (150, 3), (44, 2), (21, 0), (94, 3), (143, 3), (99, 1), (148, 1), (87, 3), (98, 0), (43, 1), (92, 1), (121, 2), (42, 0), (142, 2), (36, 1), (65, 2), (136, 3), (86, 2), (140, 0), (134, 1), (30, 2), (107, 2), (80, 3), (29, 1), (51, 2), (78, 1), (28, 0), (22, 1), (128, 2), (127, 1)]"
S0022309314000301__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305001043__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305007040__0,"[0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 1]","[(11, 9), (14, 12), (23, 21), (8, 6), (20, 18), (17, 15)]"
S0022309305007040__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305007040__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301007050__0,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 1]","[(26, 24), (5, 4), (11, 9), (29, 27), (35, 33), (14, 12), (23, 21), (8, 6), (20, 18), (17, 15)]"
S0022309301007050__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315000836__0,"[3, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[(21, 14), (29, 28), (26, 14), (46, 42), (34, 28), (49, 42), (47, 42), (63, 56), (16, 14), (132, 126), (43, 42), (38, 28), (19, 14), (30, 28), (24, 14), (136, 126), (35, 28), (44, 42), (51, 42), (54, 42), (17, 14), (66, 56), (32, 28), (133, 126), (130, 126), (23, 14), (82, 70), (33, 28), (127, 126), (45, 42), (20, 14), (31, 28), (48, 42), (18, 14), (131, 126), (128, 126), (37, 28)]"
S0022309315000836__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315000836__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309313003694__0,"[0, 0, 1, 1, 1, 3, 0, 2, 2, 2, 2, 2, 2]","[(39, 15), (30, 14), (37, 13), (35, 11), (34, 10), (22, 14), (31, 15), (36, 12), (23, 15), (27, 11), (29, 13), (19, 11), (21, 13), (38, 14)]"
S0022309313003694__1,"[0, 0, 0, 0, 0, 0, 0]",[]
S0022309313003694__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273811000385__0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 2, 2, 2, 2, 2, 2, 2]","[(34, 7), (43, 7), (47, 2), (68, 5), (30, 3), (11, 2), (13, 4), (78, 6), (35, 8), (83, 2), (85, 4), (66, 3), (79, 7), (41, 5), (40, 4), (44, 8), (39, 3), (14, 5), (88, 7), (80, 8), (42, 6), (75, 3), (77, 5), (62, 8), (86, 5), (52, 7), (76, 4), (38, 2), (33, 6), (67, 4), (71, 8), (12, 3), (74, 2), (84, 3), (69, 6), (31, 4), (48, 3), (50, 5), (53, 8), (25, 7), (22, 4), (96, 6), (29, 2), (97, 7), (59, 5), (94, 4), (89, 8), (60, 6), (65, 2), (23, 5), (61, 7), (70, 7), (51, 6), (20, 2), (98, 8), (95, 5), (21, 3), (92, 2), (32, 5), (56, 2), (58, 4), (93, 3), (87, 6), (57, 3), (49, 4)]"
S0167273811000385__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273811000385__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300002726__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314003159__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314005079__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230931400667X__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006525__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006525__1,"[3, 0, 2, 0, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[(46, 42), (34, 28), (74, 70), (16, 14), (60, 56), (69, 63), (55, 49), (76, 70), (30, 28), (72, 70), (44, 42), (32, 28), (58, 56), (51, 49), (67, 63), (20, 14), (48, 42), (18, 14), (53, 49), (62, 56), (65, 63)]"
S0022309303006525__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006525__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006525__4,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006525__5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003008__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307015219__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307015219__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000585__0,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 3, 0, 0, 2, 2, 2, 0]","[(18, 4), (54, 5), (39, 4), (17, 3), (10, 3), (61, 5), (59, 3), (60, 4), (52, 3), (25, 4), (40, 5), (11, 4), (38, 3), (33, 5), (32, 4), (31, 3), (19, 5), (53, 4), (24, 3)]"
S0022309306000585__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000585__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302010207__0,"[0, 0, 1, 1, 1, 1, 1, 3, 2, 2, 2]","[(17, 5), (25, 5), (19, 7), (10, 6), (13, 5), (14, 6), (27, 7), (18, 6), (21, 5), (15, 7), (22, 6), (9, 5), (26, 6), (23, 7)]"
S0022309302010207__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306007642__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__0,"[3, 0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(59, 55), (18, 15), (41, 40), (19, 15), (49, 45), (33, 30), (26, 25), (17, 15), (63, 60), (22, 20), (42, 40), (21, 20), (51, 50), (27, 25), (16, 15), (52, 50), (48, 45), (64, 60), (47, 45), (58, 55), (34, 30), (46, 45), (23, 20), (29, 25), (53, 50), (57, 55), (24, 20), (43, 40), (54, 50), (56, 55), (28, 25), (44, 40)]"
S0022309314001008__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__10,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001008__11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302016253__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930700693X__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930700693X__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314006437__8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305006277__0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0]","[(104, 14), (143, 13), (64, 14), (114, 14), (103, 13), (123, 13), (144, 14), (63, 13), (124, 14), (113, 13)]"
S0022309305006277__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305006277__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301007815__0,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 3, 2, 2, 2, 2, 0, 0, 0, 0]","[(73, 13), (62, 12), (44, 14), (72, 12), (22, 12), (64, 14), (45, 15), (42, 12), (65, 15), (24, 14), (74, 14), (63, 13), (75, 15), (23, 13), (43, 13)]"
S0022309301007815__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301007815__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303003624__0,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[(316, 17), (302, 16), (222, 14), (69, 17), (223, 15), (82, 17), (95, 17), (248, 14), (170, 14), (108, 17), (92, 14), (249, 15), (144, 14), (79, 14), (66, 14), (93, 15), (171, 15), (145, 15), (105, 14), (173, 17), (314, 15), (67, 15), (236, 15), (288, 15), (289, 16), (147, 17), (315, 16), (160, 17), (186, 17), (238, 17), (158, 15), (301, 15), (225, 17), (184, 15), (106, 15), (183, 14), (251, 17), (28, 15), (30, 17), (80, 15), (235, 14), (157, 14), (290, 17), (303, 17)]"
S0022309315001854__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315001854__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309397000628__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003239__0,"[0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 1, 1]","[(13, 12), (19, 18), (7, 6), (11, 9), (14, 12), (5, 3), (4, 3), (16, 15), (8, 6), (20, 18), (10, 9), (17, 15)]"
S0022309300003239__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003239__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003239__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273810000160__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273810000160__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273810000160__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302011699__2,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308004778__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303000103__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303000103__1,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[(374, 2), (152, 8), (485, 5), (390, 6), (391, 7), (94, 10), (155, 11), (45, 9), (206, 2), (428, 8), (242, 2), (419, 11), (309, 9), (38, 2), (149, 5), (421, 1), (345, 9), (67, 7), (289, 1), (70, 10), (376, 4), (392, 8), (378, 6), (334, 10), (395, 11), (208, 4), (446, 2), (210, 6), (482, 2), (40, 4), (389, 5), (202, 10), (42, 6), (475, 7), (255, 3), (146, 2), (307, 7), (87, 3), (310, 10), (139, 7), (65, 5), (116, 8), (448, 4), (178, 10), (450, 6), (119, 11), (442, 10), (222, 6), (383, 11), (223, 7), (386, 2), (54, 6), (55, 7), (327, 3), (473, 5), (92, 8), (253, 1), (47, 11), (159, 3), (305, 5), (195, 3), (356, 8), (85, 1), (196, 4), (418, 10), (359, 11), (137, 5), (20, 8), (56, 8), (294, 6), (23, 11), (295, 7), (59, 11), (110, 2), (221, 5), (332, 8), (213, 9), (53, 5), (435, 3), (325, 1), (436, 4), (249, 9), (267, 3), (157, 1), (268, 4), (193, 1), (260, 8), (296, 8), (263, 11), (299, 11), (112, 4), (350, 2), (114, 6), (225, 9), (453, 9), (293, 5), (106, 10), (489, 9), (218, 2), (379, 7), (14, 2), (50, 2), (211, 7), (272, 8), (433, 1), (214, 10), (153, 9), (43, 7), (265, 1), (352, 4), (354, 6), (422, 2), (346, 10), (142, 10), (16, 4), (18, 6), (290, 2), (451, 7), (377, 5), (454, 10), (393, 9), (63, 3), (209, 5), (99, 3), (100, 4), (41, 5), (424, 4), (426, 6), (256, 4), (258, 6), (198, 6), (199, 7), (471, 3), (303, 3), (227, 11), (117, 9), (449, 5), (339, 3), (340, 4), (135, 3), (171, 3), (61, 1), (172, 4), (97, 1), (164, 8), (200, 8), (438, 6), (167, 11), (439, 7), (203, 11), (93, 9), (254, 2), (270, 6), (476, 8), (431, 11), (271, 7), (357, 9), (86, 2), (197, 5), (469, 1), (411, 3), (140, 8), (301, 1), (412, 4), (115, 7), (176, 8), (337, 1), (21, 9), (133, 1), (118, 10), (57, 9), (440, 8), (169, 1), (382, 10), (443, 11), (333, 9), (88, 4), (326, 2), (437, 5), (250, 10), (90, 6), (46, 10), (158, 2), (269, 5), (194, 2), (355, 7), (416, 8), (261, 9), (358, 10), (297, 9), (409, 1), (113, 5), (19, 7), (226, 10), (22, 10), (328, 4), (490, 10), (330, 6), (160, 4), (162, 6), (273, 9), (102, 6), (434, 2), (103, 7), (375, 3), (154, 10), (266, 2), (427, 7), (95, 11), (207, 3), (353, 5), (243, 3), (259, 7), (244, 4), (39, 3), (262, 10), (17, 5), (68, 8), (104, 8), (342, 6), (71, 11), (343, 7), (107, 11), (394, 10), (380, 8), (174, 6), (335, 11), (175, 7), (447, 3), (483, 3), (101, 5), (373, 1), (484, 4), (425, 5), (44, 8), (205, 1), (241, 1), (257, 5), (147, 3), (308, 8), (37, 1), (148, 4), (344, 8), (311, 11), (347, 11), (414, 6), (415, 7), (341, 5), (62, 2), (173, 5), (445, 1), (98, 2), (275, 11), (481, 1), (165, 9), (387, 3), (388, 4), (201, 9), (91, 7), (145, 1), (470, 2), (64, 4), (141, 9), (302, 2), (413, 5), (66, 6), (177, 9), (338, 2), (134, 2), (58, 10), (441, 9), (170, 2), (331, 7), (111, 3), (163, 7), (385, 1), (89, 5), (166, 10), (472, 4), (474, 6), (430, 10), (304, 4), (306, 6), (246, 6), (247, 7), (136, 4), (298, 10), (138, 6), (410, 2), (351, 3), (329, 5), (219, 3), (109, 1), (220, 4), (15, 3), (161, 5), (51, 3), (212, 8), (52, 4), (274, 10), (248, 8), (486, 6), (215, 11), (487, 7), (251, 11), (479, 11), (150, 6), (151, 7), (423, 3), (349, 1), (143, 11), (224, 8), (179, 11), (69, 9), (291, 3), (452, 8), (292, 4), (105, 9), (488, 8), (217, 1), (455, 11), (13, 1), (491, 11), (381, 9), (49, 1)]"
S0022309303000103__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303000103__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305001742__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314003664__0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0]","[(51, 9), (16, 9), (43, 8), (66, 10), (15, 8), (65, 9), (64, 8), (37, 9), (29, 8), (36, 8), (30, 9), (50, 8), (57, 8), (44, 9), (59, 10), (58, 9), (23, 9), (52, 10), (22, 8), (45, 10)]"
S0022309314003664__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314003664__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314003664__3,"[0, 0, 0, 0, 0, 0]",[]
S0022309314003664__4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314003664__5,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300004087__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305005119__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314005365__0,"[0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006857__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006857__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006857__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315301411__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307010721__0,"[0, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]","[(13, 1), (17, 5), (28, 4), (16, 4), (15, 3), (19, 7), (27, 3), (26, 2), (21, 9), (18, 6), (25, 1), (33, 9), (20, 8), (14, 2), (32, 8), (29, 5), (30, 6)]"
S0022309307010721__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304004491__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304004491__2,"[0, 0, 1, 1, 1, 0, 2, 0, 2, 0, 2, 2]","[(34, 6), (15, 1), (19, 5), (29, 1), (24, 3), (17, 3), (26, 5), (33, 5), (31, 3), (22, 1)]"
S0022309304004491__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303003375__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303003375__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303003375__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930300471X__0,"[0, 1, 1, 1, 0, 3, 2, 2, 2, 2, 0, 0]","[(11, 4), (8, 1), (9, 2), (18, 4), (16, 2), (15, 1), (23, 2), (24, 3), (22, 1), (10, 3)]"
S002230930300471X__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930300471X__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930300471X__3,"[0, 0, 0, 0, 0, 0, 0]",[]
S0167273804001511__0,"[0, 1, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2]","[(34, 6), (8, 1), (9, 2), (30, 2), (18, 4), (16, 2), (15, 1), (13, 6), (29, 1), (23, 2), (26, 5), (27, 6), (20, 6), (22, 1), (10, 3)]"
S0167273804001511__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273804001511__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273804001511__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308001592__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308001592__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308001592__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304006003__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304006003__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309005018__0,"[0, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 2]","[(28, 4), (26, 2), (25, 1), (34, 4), (32, 2), (31, 1), (11, 5), (17, 5), (8, 2), (10, 4), (16, 4), (7, 1), (15, 3), (9, 3), (22, 4), (14, 2), (13, 1), (23, 5), (21, 3), (19, 1), (29, 5), (35, 5)]"
S0022309309005018__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309005018__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314004694__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314004694__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314004694__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309396005388__0,"[0, 0, 1, 1, 1, 3, 0, 0, 2, 2, 2, 0, 0]","[(20, 12), (37, 13), (35, 11), (36, 12), (27, 11), (29, 13), (28, 12), (19, 11), (21, 13)]"
